Unnamed: 0,ID,KML_ha,REDD,fid,polygon_ID,polygon_ha,year,def,defc,pa,IL,mine,palm,river,road,urban,tree,access,dem,slope,fric,mm_ID,mm,buf1k_def,buf1k_defc,buf10k_def,buf10k_defc
102101,1566,1753035,0,7872,7872,1724344,2010,7165.77,78768.36,0.134,0.051,0.061,0.05,0.0701,0.0344,0.134,0.71,203.4328,278.4795,2.8814,0.038,7872 2010,4124,226,2420,2027,21916
111428,1566,1753035,0,7872,7872,1724344,2011,7752.84,86521.2,0.134,0.051,0.061,0.05,0.0701,0.0344,0.134,0.71,203.4328,278.4795,2.8814,0.038,7872 2011,4140,200,2619,2264,24180
120755,1566,1753035,0,7872,7872,1724344,2012,9949.21,96470.41,0.134,0.051,0.061,0.05,0.0701,0.0344,0.134,0.71,203.4328,278.4795,2.8814,0.038,7872 2012,2806,236,2856,2264,26444
130082,1566,1753035,0,7872,7872,1724344,2013,8691.87,105162.28,0.134,0.051,0.061,0.05,0.0701,0.0344,0.134,0.71,203.4328,278.4795,2.8814,0.038,7872 2013,2611,215,3071,2657,29101
139409,1566,1753035,0,7872,7872,1724344,2014,9041.77,114204.05,0.134,0.051,0.061,0.05,0.0701,0.0344,0.134,0.71,203.4328,278.4795,2.8814,0.038,7872 2014,2751,377,3447,3088,32189
148736,1566,1753035,0,7872,7872,1724344,2015,6491.74,120695.79,0.134,0.051,0.061,0.05,0.0701,0.0344,0.134,0.71,203.4328,278.4795,2.8814,0.038,7872 2015,2061,186,3633,2016,34205
158063,1566,1753035,0,7872,7872,1724344,2016,11239.33,131935.12,0.134,0.051,0.061,0.05,0.0701,0.0344,0.134,0.71,203.4328,278.4795,2.8814,0.038,7872 2016,3380,396,4029,3536,37741
167390,1566,1753035,0,7872,7872,1724344,2017,14511.12,146446.24,0.134,0.051,0.061,0.05,0.0701,0.0344,0.134,0.71,203.4328,278.4795,2.8814,0.038,7872 2017,3389,573,4603,5100,42841
176717,1566,1753035,0,7872,7872,1724344,2018,16842.22,163288.46,0.134,0.051,0.061,0.05,0.0701,0.0344,0.134,0.71,203.4328,278.4795,2.8814,0.038,7872 2018,2876,535,5138,4815,47656
186044,1566,1753035,0,7872,7872,1724344,2019,13597.1,176885.56,0.134,0.051,0.061,0.05,0.0701,0.0344,0.134,0.71,203.4328,278.4795,2.8814,0.038,7872 2019,4551,491,5629,4096,51753
195371,1566,1753035,0,7872,7872,1724344,2020,16541.0,193426.56,0.134,0.051,0.061,0.05,0.0701,0.0344,0.134,0.71,203.4328,278.4795,2.8814,0.038,7872 2020,2989,536,6165,4732,56485
18159,1566,1753035,0,7873,7873,1724344,2001,5292.73,5292.73,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2001,1482,152,152,1174,1174
27486,1566,1753035,0,7873,7873,1724344,2002,3596.69,8889.42,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2002,1701,104,256,1047,2220
36813,1566,1753035,0,7873,7873,1724344,2003,7809.42,16698.84,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2003,2130,222,477,1802,4022
46140,1566,1753035,0,7873,7873,1724344,2004,5076.39,21775.23,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2004,2576,86,563,999,5022
55467,1566,1753035,0,7873,7873,1724344,2005,4102.27,25877.5,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2005,2422,87,650,763,5785
64794,1566,1753035,0,7873,7873,1724344,2006,4691.91,30569.41,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2006,1839,88,739,780,6565
74121,1566,1753035,0,7873,7873,1724344,2007,9568.38,40137.79,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2007,2460,159,898,1554,8120
83448,1566,1753035,0,7873,7873,1724344,2008,3955.73,44093.53,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2008,2294,70,968,803,8922
92775,1566,1753035,0,7873,7873,1724344,2009,5866.47,49959.99,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2009,1598,138,1106,1138,10060
102102,1566,1753035,0,7873,7873,1724344,2010,4071.19,54031.18,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2010,3056,167,1273,1184,11244
111429,1566,1753035,0,7873,7873,1724344,2011,2266.16,56297.34,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2011,3107,117,1390,986,12230
120756,1566,1753035,0,7873,7873,1724344,2012,4814.67,61112.01,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2012,2062,160,1550,1386,13616
130083,1566,1753035,0,7873,7873,1724344,2013,4118.31,65230.33,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2013,1554,96,1646,768,14384
139410,1566,1753035,0,7873,7873,1724344,2014,7039.15,72269.47,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2014,1273,177,1823,1506,15889
148737,1566,1753035,0,7873,7873,1724344,2015,4751.24,77020.72,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2015,1031,127,1950,1872,17761
158064,1566,1753035,0,7873,7873,1724344,2016,16657.15,93677.86,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2016,1818,226,2176,2082,19843
167391,1566,1753035,0,7873,7873,1724344,2017,14120.35,107798.21,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2017,1929,511,2687,3865,23708
176718,1566,1753035,0,7873,7873,1724344,2018,11125.43,118923.64,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2018,1790,339,3025,2268,25977
186045,1566,1753035,0,7873,7873,1724344,2019,8822.33,127745.97,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2019,1252,272,3297,2060,28037
195372,1566,1753035,0,7873,7873,1724344,2020,11218.04,138964.0,0.13,0.031,0.0,0.357,0.0906,0.0172,0.0998,0.47,163.6008,54.6762,1.2081,0.0125,7873 2020,1830,350,3647,2967,31004
18160,1566,1753035,0,7874,7874,1724344,2001,3349.68,3349.68,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2001,1131,200,200,1198,1198
27487,1566,1753035,0,7874,7874,1724344,2002,1415.01,4764.69,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2002,1153,56,255,570,1767
36814,1566,1753035,0,7874,7874,1724344,2003,3439.47,8204.17,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2003,1455,112,367,1228,2995
46141,1566,1753035,0,7874,7874,1724344,2004,3261.31,11465.48,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2004,1787,120,487,901,3896
55468,1566,1753035,0,7874,7874,1724344,2005,1941.26,13406.74,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2005,1624,46,533,616,4512
64795,1566,1753035,0,7874,7874,1724344,2006,2161.64,15568.38,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2006,1209,35,568,641,5153
74122,1566,1753035,0,7874,7874,1724344,2007,2091.98,17660.36,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2007,2072,57,624,788,5941
83449,1566,1753035,0,7874,7874,1724344,2008,4675.33,22335.69,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2008,1549,131,755,1650,7590
92776,1566,1753035,0,7874,7874,1724344,2009,3774.4,26110.09,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2009,1034,95,850,836,8427
102103,1566,1753035,0,7874,7874,1724344,2010,1579.5,27689.59,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2010,2154,66,916,671,9098
111430,1566,1753035,0,7874,7874,1724344,2011,2539.89,30229.48,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2011,2225,44,961,534,9632
120757,1566,1753035,0,7874,7874,1724344,2012,4286.71,34516.18,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2012,1333,110,1071,907,10539
130084,1566,1753035,0,7874,7874,1724344,2013,2013.27,36529.45,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2013,1157,24,1095,481,11020
139411,1566,1753035,0,7874,7874,1724344,2014,4980.54,41509.99,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2014,906,120,1215,813,11832
148738,1566,1753035,0,7874,7874,1724344,2015,3230.56,44740.55,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2015,685,143,1358,990,12823
158065,1566,1753035,0,7874,7874,1724344,2016,8686.07,53426.62,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2016,1224,233,1591,1900,14722
167392,1566,1753035,0,7874,7874,1724344,2017,14541.34,67967.96,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2017,1614,295,1886,2423,17145
176719,1566,1753035,0,7874,7874,1724344,2018,8093.44,76061.4,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2018,1216,169,2055,1458,18603
186046,1566,1753035,0,7874,7874,1724344,2019,5534.95,81596.35,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2019,760,123,2178,1042,19645
195373,1566,1753035,0,7874,7874,1724344,2020,7137.97,88734.32,0.129,0.129,0.0,0.241,0.0951,0.0303,0.1127,0.44,91.2431,78.4806,1.2049,0.0128,7874 2020,1302,78,2256,958,20603
18161,1566,1753035,0,7875,7875,1724344,2001,9293.76,9293.76,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2001,1347,236,236,2101,2101
27488,1566,1753035,0,7875,7875,1724344,2002,2662.41,11956.17,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2002,1516,57,293,835,2936
36815,1566,1753035,0,7875,7875,1724344,2003,1411.51,13367.68,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2003,1932,15,308,342,3278
46142,1566,1753035,0,7875,7875,1724344,2004,4009.33,17377.01,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2004,1937,55,364,876,4154
55469,1566,1753035,0,7875,7875,1724344,2005,2650.73,20027.75,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2005,1738,46,410,677,4831
64796,1566,1753035,0,7875,7875,1724344,2006,1844.02,21871.77,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2006,1568,38,447,443,5274
74123,1566,1753035,0,7875,7875,1724344,2007,2044.88,23916.64,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2007,2449,34,481,481,5756
83450,1566,1753035,0,7875,7875,1724344,2008,3829.07,27745.71,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2008,1979,201,682,1476,7232
92777,1566,1753035,0,7875,7875,1724344,2009,3567.35,31313.06,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2009,1265,59,741,934,8165
102104,1566,1753035,0,7875,7875,1724344,2010,1956.5,33269.57,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2010,2593,42,783,722,8888
111431,1566,1753035,0,7875,7875,1724344,2011,3250.43,36520.0,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2011,2745,35,817,581,9468
120758,1566,1753035,0,7875,7875,1724344,2012,2851.57,39371.57,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2012,1609,99,916,1147,10615
130085,1566,1753035,0,7875,7875,1724344,2013,1219.86,40591.43,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2013,1394,13,929,330,10945
139412,1566,1753035,0,7875,7875,1724344,2014,1791.09,42382.52,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2014,1085,28,957,649,11594
148739,1566,1753035,0,7875,7875,1724344,2015,962.22,43344.75,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2015,848,132,1089,1236,12830
158066,1566,1753035,0,7875,7875,1724344,2016,3212.98,46557.73,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2016,1607,113,1202,1735,14566
167393,1566,1753035,0,7875,7875,1724344,2017,2972.75,49530.47,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2017,1399,133,1336,1975,16541
176720,1566,1753035,0,7875,7875,1724344,2018,1038.47,50568.94,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2018,1564,48,1383,819,17360
186047,1566,1753035,0,7875,7875,1724344,2019,1502.73,52071.67,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2019,977,62,1445,1098,18458
195374,1566,1753035,0,7875,7875,1724344,2020,1718.88,53790.54,0.083,0.006,0.0,0.019,0.1504,0.0052,0.095,0.14,48.6041,49.489,0.863,0.003,7875 2020,1360,67,1512,1056,19515
18162,1566,1753035,0,7876,7876,1724344,2001,6674.01,6674.01,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2001,2362,281,281,1477,1477
27489,1566,1753035,0,7876,7876,1724344,2002,8183.42,14857.43,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2002,3365,223,503,1382,2859
36816,1566,1753035,0,7876,7876,1724344,2003,3040.74,17898.17,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2003,3767,182,685,1330,4190
46143,1566,1753035,0,7876,7876,1724344,2004,3637.0,21535.17,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2004,2473,234,919,1414,5603
55470,1566,1753035,0,7876,7876,1724344,2005,3320.63,24855.8,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2005,2420,201,1120,1522,7125
64797,1566,1753035,0,7876,7876,1724344,2006,3216.21,28072.01,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2006,3061,247,1368,1529,8654
74124,1566,1753035,0,7876,7876,1724344,2007,5183.28,33255.29,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2007,3207,274,1642,1874,10528
83451,1566,1753035,0,7876,7876,1724344,2008,4953.68,38208.98,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2008,4603,322,1964,2234,12762
92778,1566,1753035,0,7876,7876,1724344,2009,3228.34,41437.31,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2009,2423,211,2175,1602,14364
102105,1566,1753035,0,7876,7876,1724344,2010,3940.62,45377.94,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2010,4268,213,2388,2316,16680
111432,1566,1753035,0,7876,7876,1724344,2011,4724.04,50101.98,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2011,3835,327,2715,2877,19557
120759,1566,1753035,0,7876,7876,1724344,2012,5498.75,55600.73,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2012,3046,376,3092,2805,22362
130086,1566,1753035,0,7876,7876,1724344,2013,6372.04,61972.77,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2013,2489,280,3372,2165,24527
139413,1566,1753035,0,7876,7876,1724344,2014,4226.54,66199.31,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2014,2926,243,3614,1465,25992
148740,1566,1753035,0,7876,7876,1724344,2015,6895.13,73094.44,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2015,3277,251,3866,1937,27929
158067,1566,1753035,0,7876,7876,1724344,2016,10044.16,83138.6,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2016,3346,391,4256,2958,30887
167394,1566,1753035,0,7876,7876,1724344,2017,14030.95,97169.55,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2017,3458,525,4781,3946,34833
176721,1566,1753035,0,7876,7876,1724344,2018,9125.01,106294.56,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2018,2945,260,5041,2237,37071
186048,1566,1753035,0,7876,7876,1724344,2019,16445.04,122739.6,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2019,4781,593,5634,4001,41071
195375,1566,1753035,0,7876,7876,1724344,2020,17256.74,139996.34,0.032,0.107,0.079,0.0,0.0458,0.0392,0.1323,0.85,163.351,359.0897,3.1314,0.0381,7876 2020,3171,458,6093,4225,45296
18163,1566,1753035,0,7877,7877,1724344,2001,9059.54,9059.54,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2001,911,94,94,1322,1322
27490,1566,1753035,0,7877,7877,1724344,2002,1558.32,10617.87,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2002,854,32,126,295,1618
36817,1566,1753035,0,7877,7877,1724344,2003,5999.06,16616.92,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2003,1037,109,234,1448,3066
46144,1566,1753035,0,7877,7877,1724344,2004,1658.74,18275.67,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2004,1460,55,289,481,3547
55471,1566,1753035,0,7877,7877,1724344,2005,2879.03,21154.7,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2005,1424,88,377,515,4062
64798,1566,1753035,0,7877,7877,1724344,2006,3540.35,24695.04,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2006,1131,94,471,573,4635
74125,1566,1753035,0,7877,7877,1724344,2007,3581.94,28276.98,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2007,1403,74,545,580,5215
83452,1566,1753035,0,7877,7877,1724344,2008,3084.79,31361.78,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2008,1299,85,630,547,5762
92779,1566,1753035,0,7877,7877,1724344,2009,3329.51,34691.28,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2009,857,90,720,709,6471
102106,1566,1753035,0,7877,7877,1724344,2010,1821.86,36513.15,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2010,1644,38,758,442,6913
111433,1566,1753035,0,7877,7877,1724344,2011,2837.55,39350.69,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2011,1751,78,835,593,7506
120760,1566,1753035,0,7877,7877,1724344,2012,4021.05,43371.74,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2012,1046,29,865,463,7969
130087,1566,1753035,0,7877,7877,1724344,2013,2497.67,45869.41,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2013,810,37,902,282,8251
139414,1566,1753035,0,7877,7877,1724344,2014,4140.04,50009.45,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2014,750,45,947,695,8946
148741,1566,1753035,0,7877,7877,1724344,2015,2560.27,52569.72,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2015,592,45,992,867,9813
158068,1566,1753035,0,7877,7877,1724344,2016,1978.82,54548.54,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2016,974,84,1076,732,10545
167395,1566,1753035,0,7877,7877,1724344,2017,2304.14,56852.67,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2017,1171,115,1191,1158,11703
176722,1566,1753035,0,7877,7877,1724344,2018,3338.69,60191.36,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2018,992,113,1303,974,12677
186049,1566,1753035,0,7877,7877,1724344,2019,3070.84,63262.2,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2019,638,162,1465,960,13637
195376,1566,1753035,0,7877,7877,1724344,2020,2469.78,65731.97,0.084,0.184,0.0,0.041,0.0928,0.016,0.12,0.41,77.5437,118.8012,1.1097,0.0125,7877 2020,1048,175,1640,862,14499
18164,1566,1753035,0,7878,7878,1724344,2001,301.59,301.59,0.182,0.021,0.0,0.0,0.0788,0.0686,0.5769,0.09,817.5045,105.0,0.7539,0.0123,7878 2001,2144,37,37,172,172
27491,1566,1753035,0,7878,7878,1724344,2002,376.86,678.45,0.182,0.021,0.0,0.0,0.0788,0.0686,0.5769,0.09,817.5045,105.0,0.7539,0.0123,7878 2002,2856,51,88,215,388
36818,1566,1753035,0,7878,7878,1724344,2003,255.34,933.79,0.182,0.021,0.0,0.0,0.0788,0.0686,0.5769,0.09,817.5045,105.0,0.7539,0.0123,7878 2003,2949,24,113,108,496
46145,1566,1753035,0,7878,7878,1724344,2004,269.08,1202.87,0.182,0.021,0.0,0.0,0.0788,0.0686,0.5769,0.09,817.5045,105.0,0.7539,0.0123,7878 2004,2910,34,147,157,653
55472,1566,1753035,0,7878,7878,1724344,2005,187.21,1390.08,0.182,0.021,0.0,0.0,0.0788,0.0686,0.5769,0.09,817.5045,105.0,0.7539,0.0123,7878 2005,2774,28,175,90,742
64799,1566,1753035,0,7878,7878,1724344,2006,341.12,1731.2,0.182,0.021,0.0,0.0,0.0788,0.0686,0.5769,0.09,817.5045,105.0,0.7539,0.0123,7878 2006,2413,19,194,100,842
74126,1566,1753035,0,7878,7878,1724344,2007,194.06,1925.26,0.182,0.021,0.0,0.0,0.0788,0.0686,0.5769,0.09,817.5045,105.0,0.7539,0.0123,7878 2007,2545,23,217,87,929
83453,1566,1753035,0,7878,7878,1724344,2008,139.9,2065.17,0.182,0.021,0.0,0.0,0.0788,0.0686,0.5769,0.09,817.5045,105.0,0.7539,0.0123,7878 2008,2995,13,230,80,1010
92780,1566,1753035,0,7878,7878,1724344,2009,213.02,2278.19,0.182,0.021,0.0,0.0,0.0788,0.0686,0.5769,0.09,817.5045,105.0,0.7539,0.0123,7878 2009,1858,36,266,137,1146
102107,1566,1753035,0,7878,7878,1724344,2010,122.08,2400.27,0.182,0.021,0.0,0.0,0.0788,0.0686,0.5769,0.09,817.5045,105.0,0.7539,0.0123,7878 2010,3325,21,287,78,1225
111434,1566,1753035,0,7878,7878,1724344,2011,130.07,2530.34,0.182,0.021,0.0,0.0,0.0788,0.0686,0.5769,0.09,817.5045,105.0,0.7539,0.0123,7878 2011,2904,14,301,69,1294
120761,1566,1753035,0,7878,7878,1724344,2012,254.8,2785.14,0.182,0.021,0.0,0.0,0.0788,0.0686,0.5769,0.09,817.5045,105.0,0.7539,0.0123,7878 2012,2253,12,313,65,1359
130088,1566,1753035,0,7878,7878,1724344,2013,34.43,2819.58,0.182,0.021,0.0,0.0,0.0788,0.0686,0.5769,0.09,817.5045,105.0,0.7539,0.0123,7878 2013,2496,0,313,32,1391
139415,1566,1753035,0,7878,7878,1724344,2014,28.48,2848.05,0.182,0.021,0.0,0.0,0.0788,0.0686,0.5769,0.09,817.5045,105.0,0.7539,0.0123,7878 2014,2445,6,319,43,1434
148742,1566,1753035,0,7878,7878,1724344,2015,41.85,2889.9,0.182,0.021,0.0,0.0,0.0788,0.0686,0.5769,0.09,817.5045,105.0,0.7539,0.0123,7878 2015,2464,3,322,35,1469
158069,1566,1753035,0,7878,7878,1724344,2016,66.85,2956.75,0.182,0.021,0.0,0.0,0.0788,0.0686,0.5769,0.09,817.5045,105.0,0.7539,0.0123,7878 2016,2839,1,323,79,1548
167396,1566,1753035,0,7878,7878,1724344,2017,67.36,3024.11,0.182,0.021,0.0,0.0,0.0788,0.0686,0.5769,0.09,817.5045,105.0,0.7539,0.0123,7878 2017,2678,14,337,148,1696
176723,1566,1753035,0,7878,7878,1724344,2018,129.75,3153.86,0.182,0.021,0.0,0.0,0.0788,0.0686,0.5769,0.09,817.5045,105.0,0.7539,0.0123,7878 2018,2944,9,346,169,1865
